datetime,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5_filled,is_predicted
2010-01-03 04:00:00,53,2010,1,3,4,65.0,-8,-7.0,1024.0,SE,72.86,8,0,65.0,False
2010-01-03 05:00:00,54,2010,1,3,5,83.0,-9,-8.0,1024.0,SE,76.88,9,0,83.0,False
2010-01-03 06:00:00,55,2010,1,3,6,91.0,-10,-8.0,1024.0,SE,80.9,10,0,91.0,False
2010-01-03 07:00:00,56,2010,1,3,7,86.0,-10,-9.0,1024.0,SE,84.92,11,0,86.0,False
2010-01-03 08:00:00,57,2010,1,3,8,82.0,-10,-9.0,1024.0,SE,89.84,12,0,82.0,False
2010-01-03 09:00:00,58,2010,1,3,9,86.0,-11,-9.0,1023.0,SE,93.86,13,0,86.0,False
2010-01-03 10:00:00,59,2010,1,3,10,78.0,-11,-9.0,1023.0,SE,97.88,15,0,78.0,False
2010-01-03 11:00:00,60,2010,1,3,11,98.0,-11,-9.0,1022.0,SE,102.8,16,0,98.0,False
2010-01-03 12:00:00,61,2010,1,3,12,107.0,-11,-9.0,1021.0,SE,105.93,17,0,107.0,False
2010-01-03 13:00:00,62,2010,1,3,13,90.0,-11,-9.0,1020.0,SE,111.74,19,0,90.0,False
2010-01-03 14:00:00,63,2010,1,3,14,96.0,-11,-9.0,1020.0,SE,116.66,20,0,96.0,False
2010-01-03 15:00:00,64,2010,1,3,15,95.0,-11,-9.0,1020.0,SE,121.58,21,0,95.0,False
2010-01-03 16:00:00,65,2010,1,3,16,86.0,-11,-9.0,1020.0,SE,124.71,22,0,86.0,False
2010-01-03 17:00:00,66,2010,1,3,17,70.0,-11,-9.0,1020.0,SE,127.84,23,0,70.0,False
2010-01-03 18:00:00,67,2010,1,3,18,61.0,-11,-9.0,1021.0,cv,0.89,24,0,61.0,False
2010-01-03 19:00:00,68,2010,1,3,19,53.0,-11,-9.0,1022.0,cv,1.78,25,0,53.0,False
2010-01-03 20:00:00,69,2010,1,3,20,71.0,-10,-9.0,1022.0,NW,4.02,26,0,71.0,False
2010-01-03 21:00:00,70,2010,1,3,21,72.0,-11,-10.0,1023.0,NW,7.15,27,0,72.0,False
2010-01-03 22:00:00,71,2010,1,3,22,76.0,-11,-9.0,1023.0,NW,11.17,0,0,76.0,False
2010-01-03 23:00:00,72,2010,1,3,23,73.0,-12,-11.0,1023.0,NW,14.3,0,0,73.0,False
2010-01-04 00:00:00,73,2010,1,4,0,79.0,-14,-12.0,1023.0,NW,16.09,0,0,79.0,False
2010-01-04 01:00:00,74,2010,1,4,1,58.0,-16,-9.0,1023.0,NW,21.9,0,0,58.0,False
2010-01-04 02:00:00,75,2010,1,4,2,25.0,-17,-10.0,1024.0,NW,29.95,0,0,25.0,False
2010-01-04 03:00:00,76,2010,1,4,3,26.0,-18,-11.0,1024.0,NW,39.78,0,0,26.0,False
2010-01-04 04:00:00,77,2010,1,4,4,28.0,-19,-11.0,1025.0,NW,48.72,0,0,28.0,False
2010-01-04 05:00:00,78,2010,1,4,5,26.0,-20,-12.0,1026.0,NW,55.87,0,0,26.0,False
2010-01-04 06:00:00,79,2010,1,4,6,20.0,-21,-12.0,1027.0,NW,64.81,0,0,20.0,False
2010-01-04 07:00:00,80,2010,1,4,7,29.0,-21,-13.0,1027.0,NW,73.75,0,0,29.0,False
2010-01-04 08:00:00,81,2010,1,4,8,26.0,-22,-13.0,1028.0,NW,80.9,0,0,26.0,False
2010-01-04 09:00:00,82,2010,1,4,9,27.0,-22,-13.0,1029.0,NW,90.73,0,0,27.0,False
2010-01-04 10:00:00,83,2010,1,4,10,27.0,-22,-12.0,1030.0,NW,100.56,0,0,27.0,False
2010-01-04 11:00:00,84,2010,1,4,11,25.0,-23,-12.0,1031.0,NW,108.61,0,0,25.0,False
2010-01-04 12:00:00,85,2010,1,4,12,29.0,-21,-11.0,1030.0,NW,117.55,0,0,29.0,False
2010-01-04 13:00:00,86,2010,1,4,13,32.0,-20,-10.0,1030.0,NW,127.38,0,0,32.0,False
2010-01-04 14:00:00,87,2010,1,4,14,28.0,-21,-10.0,1030.0,NW,136.32,0,0,28.0,False
2010-01-04 15:00:00,88,2010,1,4,15,29.0,-21,-9.0,1030.0,NW,145.26,0,0,29.0,False
2010-01-04 16:00:00,89,2010,1,4,16,30.0,-21,-9.0,1031.0,NW,152.41,0,0,30.0,False
2010-01-04 17:00:00,90,2010,1,4,17,30.0,-20,-11.0,1032.0,NW,159.56,0,0,30.0,False
2010-01-04 18:00:00,91,2010,1,4,18,28.0,-23,-11.0,1032.0,NW,165.37,0,0,28.0,False
2010-01-04 19:00:00,92,2010,1,4,19,26.0,-21,-12.0,1033.0,NW,171.18,0,0,26.0,False
2010-01-04 20:00:00,93,2010,1,4,20,31.0,-24,-12.0,1034.0,NW,180.12,0,0,31.0,False
2010-01-04 21:00:00,94,2010,1,4,21,33.0,-24,-13.0,1034.0,NW,187.27,0,0,33.0,False
2010-01-04 22:00:00,95,2010,1,4,22,29.0,-24,-13.0,1035.0,NW,195.32,0,0,29.0,False
2010-01-04 23:00:00,96,2010,1,4,23,31.0,-26,-15.0,1035.0,NW,198.45,0,0,31.0,False
2010-01-05 00:00:00,97,2010,1,5,0,30.0,-26,-17.0,1035.0,NW,201.58,0,0,30.0,False
2010-01-05 01:00:00,98,2010,1,5,1,34.0,-26,-18.0,1035.0,NW,205.6,0,0,34.0,False
2010-01-05 02:00:00,99,2010,1,5,2,27.0,-26,-19.0,1035.0,NW,208.73,0,0,27.0,False
2010-01-05 03:00:00,100,2010,1,5,3,25.0,-27,-18.0,1035.0,NW,213.65,0,0,25.0,False
2010-01-05 04:00:00,101,2010,1,5,4,28.0,-27,-19.0,1035.0,NW,218.57,0,0,28.0,False
2010-01-05 05:00:00,102,2010,1,5,5,28.0,-27,-16.0,1034.0,NE,4.92,0,0,28.0,False
2010-01-05 06:00:00,103,2010,1,5,6,27.0,-26,-16.0,1035.0,NE,8.05,0,0,27.0,False
2010-01-05 07:00:00,104,2010,1,5,7,27.0,-27,-16.0,1034.0,NE,13.86,0,0,27.0,False
2010-01-05 08:00:00,105,2010,1,5,8,27.0,-26,-16.0,1035.0,NE,18.78,0,0,27.0,False
2010-01-05 09:00:00,106,2010,1,5,9,29.0,-26,-15.0,1035.0,NE,24.59,0,0,29.0,False
2010-01-05 10:00:00,107,2010,1,5,10,36.0,-25,-14.0,1035.0,NE,29.51,0,0,36.0,False
2010-01-05 11:00:00,108,2010,1,5,11,30.0,-25,-13.0,1035.0,NE,34.43,0,0,30.0,False
2010-01-05 12:00:00,109,2010,1,5,12,27.0,-25,-12.0,1034.0,NE,39.35,0,0,27.0,False
2010-01-05 13:00:00,110,2010,1,5,13,39.0,-24,-11.0,1032.0,NE,41.14,0,0,39.0,False
2010-01-05 14:00:00,111,2010,1,5,14,41.0,-22,-11.0,1032.0,cv,0.89,0,0,41.0,False
2010-01-05 15:00:00,112,2010,1,5,15,33.0,-23,-11.0,1031.0,NW,1.79,0,0,33.0,False
2010-01-05 16:00:00,113,2010,1,5,16,50.0,-24,-11.0,1031.0,NW,3.58,0,0,50.0,False
2010-01-05 17:00:00,114,2010,1,5,17,56.0,-23,-11.0,1031.0,NW,5.37,0,0,56.0,False
2010-01-05 18:00:00,115,2010,1,5,18,59.0,-23,-11.0,1032.0,NW,7.16,0,0,59.0,False
2010-01-05 19:00:00,116,2010,1,5,19,60.0,-22,-13.0,1033.0,NW,10.29,0,0,60.0,False
2010-01-05 20:00:00,117,2010,1,5,20,84.0,-22,-12.0,1033.0,NW,13.42,0,0,84.0,False
2010-01-05 21:00:00,118,2010,1,5,21,106.0,-24,-18.0,1033.0,NW,16.55,0,0,106.0,False
2010-01-05 22:00:00,119,2010,1,5,22,66.0,-22,-13.0,1034.0,NW,20.57,0,0,66.0,False
2010-01-05 23:00:00,120,2010,1,5,23,50.0,-22,-16.0,1033.0,NW,23.7,0,0,50.0,False
2010-01-06 00:00:00,121,2010,1,6,0,56.0,-25,-17.0,1033.0,NW,26.83,0,0,56.0,False
2010-01-06 01:00:00,122,2010,1,6,1,77.0,-25,-14.0,1033.0,NE,4.02,0,0,77.0,False
2010-01-06 02:00:00,123,2010,1,6,2,50.0,-26,-14.0,1034.0,NE,8.04,0,0,50.0,False
2010-01-06 03:00:00,124,2010,1,6,3,44.0,-26,-14.0,1033.0,NE,13.85,0,0,44.0,False
2010-01-06 04:00:00,125,2010,1,6,4,27.0,-26,-14.0,1033.0,NE,17.87,0,0,27.0,False
2010-01-06 05:00:00,126,2010,1,6,5,28.0,-26,-14.0,1033.0,NE,23.68,0,0,28.0,False
2010-01-06 06:00:00,127,2010,1,6,6,21.0,-26,-14.0,1033.0,NE,28.6,0,0,21.0,False
2010-01-06 07:00:00,128,2010,1,6,7,25.0,-26,-15.0,1034.0,NE,33.52,0,0,25.0,False
2010-01-06 08:00:00,129,2010,1,6,8,20.0,-26,-14.0,1034.0,NE,39.33,0,0,20.0,False
2010-01-06 09:00:00,130,2010,1,6,9,29.0,-25,-13.0,1035.0,NE,44.25,0,0,29.0,False
2010-01-06 10:00:00,131,2010,1,6,10,34.0,-25,-12.0,1035.0,NE,50.06,0,0,34.0,False
2010-01-06 11:00:00,132,2010,1,6,11,42.0,-24,-11.0,1035.0,NE,54.98,0,0,42.0,False
2010-01-06 12:00:00,133,2010,1,6,12,28.0,-24,-10.0,1034.0,NE,59.0,0,0,28.0,False
2010-01-06 13:00:00,134,2010,1,6,13,36.0,-22,-10.0,1033.0,NW,4.02,0,0,36.0,False
2010-01-06 14:00:00,135,2010,1,6,14,48.0,-22,-9.0,1033.0,NW,5.81,0,0,48.0,False
2010-01-06 15:00:00,136,2010,1,6,15,49.0,-22,-8.0,1033.0,cv,0.89,0,0,49.0,False
2010-01-06 16:00:00,137,2010,1,6,16,52.0,-22,-8.0,1033.0,NW,1.79,0,0,52.0,False
2010-01-06 17:00:00,138,2010,1,6,17,56.0,-21,-9.0,1033.0,NW,3.58,0,0,56.0,False
2010-01-06 18:00:00,139,2010,1,6,18,96.0,-22,-9.0,1033.0,NW,5.37,0,0,96.0,False
2010-01-06 19:00:00,140,2010,1,6,19,75.0,-22,-14.0,1034.0,cv,0.89,0,0,75.0,False
2010-01-06 20:00:00,141,2010,1,6,20,105.0,-22,-12.0,1035.0,NW,1.79,0,0,105.0,False
2010-01-06 21:00:00,142,2010,1,6,21,132.0,-21,-14.0,1034.0,NW,3.58,0,0,132.0,False
2010-01-06 22:00:00,143,2010,1,6,22,93.0,-22,-16.0,1035.0,NW,5.37,0,0,93.0,False
2010-01-06 23:00:00,144,2010,1,6,23,131.0,-21,-16.0,1035.0,NW,7.16,0,0,131.0,False
2010-01-07 00:00:00,145,2010,1,7,0,127.0,-21,-16.0,1035.0,NW,8.95,0,0,127.0,False
2010-01-07 01:00:00,146,2010,1,7,1,130.0,-21,-16.0,1035.0,cv,0.45,0,0,130.0,False
2010-01-07 02:00:00,147,2010,1,7,2,43.0,-22,-18.0,1036.0,cv,1.34,0,0,43.0,False
2010-01-07 03:00:00,148,2010,1,7,3,37.0,-23,-15.0,1036.0,NW,4.02,0,0,37.0,False
2010-01-07 04:00:00,149,2010,1,7,4,30.0,-24,-16.0,1035.0,NW,7.15,0,0,30.0,False
2010-01-07 05:00:00,150,2010,1,7,5,28.0,-25,-15.0,1035.0,NW,10.28,0,0,28.0,False
2010-01-07 06:00:00,151,2010,1,7,6,24.0,-24,-15.0,1035.0,NW,14.3,0,0,24.0,False
2010-01-07 07:00:00,152,2010,1,7,7,23.0,-25,-13.0,1036.0,NE,4.92,0,0,23.0,False
2010-01-07 08:00:00,153,2010,1,7,8,24.0,-24,-14.0,1036.0,NW,4.02,0,0,24.0,False
2010-01-07 09:00:00,154,2010,1,7,9,27.0,-23,-12.0,1036.0,NW,8.94,0,0,27.0,False
2010-01-07 10:00:00,155,2010,1,7,10,40.0,-22,-11.0,1036.0,NW,12.96,0,0,40.0,False
2010-01-07 11:00:00,156,2010,1,7,11,42.0,-20,-10.0,1036.0,NW,16.09,0,0,42.0,False
2010-01-07 12:00:00,157,2010,1,7,12,42.0,-21,-9.0,1035.0,NW,19.22,0,0,42.0,False
2010-01-07 13:00:00,158,2010,1,7,13,55.0,-21,-8.0,1034.0,NW,21.01,0,0,55.0,False
2010-01-07 14:00:00,159,2010,1,7,14,52.0,-20,-7.0,1033.0,NW,22.8,0,0,52.0,False
2010-01-07 15:00:00,160,2010,1,7,15,51.0,-20,-7.0,1032.0,NW,24.59,0,0,51.0,False
2010-01-07 16:00:00,161,2010,1,7,16,57.0,-18,-8.0,1032.0,NW,26.38,0,0,57.0,False
2010-01-07 17:00:00,162,2010,1,7,17,50.0,-19,-9.0,1032.0,NW,28.17,0,0,50.0,False
2010-01-07 18:00:00,163,2010,1,7,18,54.0,-19,-11.0,1032.0,NE,0.89,0,0,54.0,False
2010-01-07 19:00:00,164,2010,1,7,19,67.0,-18,-11.0,1033.0,NW,1.79,0,0,67.0,False
2010-01-07 20:00:00,165,2010,1,7,20,106.0,-19,-15.0,1032.0,NE,1.79,0,0,106.0,False
2010-01-07 21:00:00,166,2010,1,7,21,159.0,-19,-14.0,1032.0,cv,0.45,0,0,159.0,False
2010-01-07 22:00:00,167,2010,1,7,22,198.0,-21,-14.0,1032.0,cv,1.34,0,0,198.0,False
2010-01-07 23:00:00,168,2010,1,7,23,190.0,-21,-16.0,1032.0,cv,2.23,0,0,190.0,False
2010-01-08 00:00:00,169,2010,1,8,0,210.0,-21,-17.0,1031.0,NW,1.79,0,0,210.0,False
2010-01-08 01:00:00,170,2010,1,8,1,195.0,-19,-16.0,1031.0,NW,3.58,0,0,195.0,False
2010-01-08 02:00:00,171,2010,1,8,2,275.0,-20,-16.0,1031.0,NE,0.89,0,0,275.0,False
2010-01-08 03:00:00,172,2010,1,8,3,164.0,-19,-15.0,1030.0,SE,0.89,0,0,164.0,False
2010-01-08 04:00:00,173,2010,1,8,4,110.0,-18,-15.0,1030.0,cv,0.45,0,0,110.0,False
2010-01-08 05:00:00,174,2010,1,8,5,100.0,-18,-15.0,1029.0,cv,1.34,0,0,100.0,False
2010-01-08 06:00:00,175,2010,1,8,6,81.0,-18,-15.0,1029.0,NW,1.79,0,0,81.0,False
2010-01-08 07:00:00,176,2010,1,8,7,71.0,-16,-13.0,1029.0,NE,0.89,0,0,71.0,False
2010-01-08 08:00:00,177,2010,1,8,8,66.0,-16,-12.0,1029.0,SE,0.89,0,0,66.0,False
2010-01-08 09:00:00,178,2010,1,8,9,92.0,-16,-12.0,1030.0,SE,1.78,0,0,92.0,False
2010-01-08 10:00:00,179,2010,1,8,10,135.0,-17,-10.0,1030.0,NE,0.89,0,0,135.0,False
2010-01-08 11:00:00,180,2010,1,8,11,155.0,-16,-10.0,1029.0,cv,0.89,0,0,155.0,False
2010-01-08 12:00:00,181,2010,1,8,12,198.0,-16,-9.0,1028.0,SE,3.13,0,0,198.0,False
2010-01-08 13:00:00,182,2010,1,8,13,250.0,-15,-8.0,1026.0,SE,4.92,0,0,250.0,False
2010-01-08 14:00:00,183,2010,1,8,14,200.0,-16,-8.0,1026.0,cv,0.89,0,0,200.0,False
2010-01-08 15:00:00,184,2010,1,8,15,231.0,-16,-8.0,1025.0,cv,1.78,0,0,231.0,False
2010-01-08 16:00:00,185,2010,1,8,16,250.0,-16,-8.0,1025.0,cv,2.67,0,0,250.0,False
2010-01-08 17:00:00,186,2010,1,8,17,212.0,-17,-8.0,1025.0,SE,0.89,0,0,212.0,False
2010-01-08 18:00:00,187,2010,1,8,18,219.0,-17,-9.0,1026.0,cv,0.45,0,0,219.0,False
2010-01-08 19:00:00,188,2010,1,8,19,227.0,-17,-11.0,1026.0,cv,1.34,0,0,227.0,False
2010-01-08 20:00:00,189,2010,1,8,20,226.0,-17,-12.0,1026.0,cv,1.79,0,0,226.0,False
2010-01-08 21:00:00,190,2010,1,8,21,225.0,-18,-14.0,1027.0,NW,1.79,0,0,225.0,False
2010-01-08 22:00:00,191,2010,1,8,22,168.0,-16,-9.0,1027.0,NW,4.92,0,0,168.0,False
2010-01-08 23:00:00,192,2010,1,8,23,169.0,-16,-11.0,1027.0,NW,6.71,0,0,169.0,False
2010-01-09 00:00:00,193,2010,1,9,0,165.0,-17,-13.0,1027.0,cv,0.89,0,0,165.0,False
2010-01-09 01:00:00,194,2010,1,9,1,159.0,-17,-13.0,1027.0,NW,3.13,0,0,159.0,False
2010-01-09 02:00:00,195,2010,1,9,2,167.0,-17,-14.0,1027.0,NW,4.92,0,0,167.0,False
2010-01-09 03:00:00,196,2010,1,9,3,196.0,-17,-15.0,1027.0,NW,8.05,0,0,196.0,False
2010-01-09 04:00:00,197,2010,1,9,4,169.0,-17,-13.0,1027.0,NW,9.84,0,0,169.0,False
2010-01-09 05:00:00,198,2010,1,9,5,155.0,-19,-16.0,1027.0,NW,13.86,0,0,155.0,False
2010-01-09 06:00:00,199,2010,1,9,6,119.0,-18,-15.0,1027.0,NW,17.88,0,0,119.0,False
2010-01-09 07:00:00,200,2010,1,9,7,106.0,-19,-15.0,1027.0,NW,21.9,0,0,106.0,False
2010-01-09 08:00:00,201,2010,1,9,8,93.0,-18,-14.0,1028.0,NW,25.92,0,0,93.0,False
2010-01-09 09:00:00,202,2010,1,9,9,84.0,-18,-9.0,1029.0,NE,5.81,0,0,84.0,False
2010-01-09 10:00:00,203,2010,1,9,10,73.0,-17,-7.0,1029.0,NE,11.62,0,0,73.0,False
2010-01-09 11:00:00,204,2010,1,9,11,66.0,-17,-6.0,1030.0,NE,17.43,0,0,66.0,False
2010-01-09 12:00:00,205,2010,1,9,12,40.0,-16,-6.0,1029.0,NE,23.24,0,0,40.0,False
2010-01-09 13:00:00,206,2010,1,9,13,49.0,-16,-5.0,1029.0,NE,28.16,0,0,49.0,False
2010-01-09 14:00:00,207,2010,1,9,14,50.0,-15,-4.0,1029.0,NE,33.08,0,0,50.0,False
2010-01-09 15:00:00,208,2010,1,9,15,49.0,-14,-4.0,1028.0,NE,37.1,0,0,49.0,False
2010-01-09 16:00:00,209,2010,1,9,16,41.0,-15,-4.0,1029.0,NE,38.89,0,0,41.0,False
2010-01-09 17:00:00,210,2010,1,9,17,37.0,-15,-4.0,1030.0,NW,1.79,0,0,37.0,False
2010-01-09 18:00:00,211,2010,1,9,18,45.0,-15,-7.0,1030.0,NE,3.13,0,0,45.0,False
2010-01-09 19:00:00,212,2010,1,9,19,44.0,-15,-6.0,1031.0,NW,3.13,0,0,44.0,False
2010-01-09 20:00:00,213,2010,1,9,20,54.0,-15,-7.0,1032.0,NW,4.92,0,0,54.0,False
2010-01-09 21:00:00,214,2010,1,9,21,50.0,-15,-6.0,1032.0,NE,3.13,0,0,50.0,False
2010-01-09 22:00:00,215,2010,1,9,22,47.0,-15,-8.0,1033.0,cv,0.45,0,0,47.0,False
2010-01-09 23:00:00,216,2010,1,9,23,66.0,-15,-8.0,1033.0,cv,0.9,0,0,66.0,False
2010-01-10 00:00:00,217,2010,1,10,0,75.0,-15,-11.0,1033.0,NW,0.89,0,0,75.0,False
2010-01-10 01:00:00,218,2010,1,10,1,82.0,-17,-13.0,1033.0,NW,1.78,0,0,82.0,False
2010-01-10 02:00:00,219,2010,1,10,2,66.0,-17,-12.0,1033.0,NW,4.91,0,0,66.0,False
2010-01-10 03:00:00,220,2010,1,10,3,83.0,-17,-13.0,1033.0,NW,8.04,0,0,83.0,False
2010-01-10 04:00:00,221,2010,1,10,4,62.0,-19,-14.0,1032.0,NW,9.83,0,0,62.0,False
2010-01-10 05:00:00,222,2010,1,10,5,40.0,-18,-13.0,1032.0,NW,12.96,0,0,40.0,False
2010-01-10 06:00:00,223,2010,1,10,6,23.0,-19,-13.0,1032.0,NW,16.09,0,0,23.0,False
2010-01-10 07:00:00,224,2010,1,10,7,25.0,-19,-14.0,1033.0,NW,19.22,0,0,25.0,False
2010-01-10 08:00:00,225,2010,1,10,8,27.0,-19,-14.0,1034.0,NW,22.35,0,0,27.0,False
2010-01-10 09:00:00,226,2010,1,10,9,35.0,-17,-12.0,1033.0,NW,24.14,0,0,35.0,False
2010-01-10 10:00:00,227,2010,1,10,10,50.0,-16,-7.0,1033.0,NE,4.02,0,0,50.0,False
2010-01-10 11:00:00,228,2010,1,10,11,70.0,-15,-7.0,1033.0,NW,3.13,0,0,70.0,False
2010-01-10 12:00:00,229,2010,1,10,12,75.0,-15,-7.0,1032.0,NW,6.26,0,0,75.0,False
2010-01-10 13:00:00,230,2010,1,10,13,58.0,-14,-6.0,1031.0,NW,9.39,0,0,58.0,False
2010-01-10 14:00:00,231,2010,1,10,14,70.0,-14,-6.0,1031.0,NW,12.52,0,0,70.0,False
2010-01-10 15:00:00,232,2010,1,10,15,68.0,-13,-5.0,1030.0,NW,14.31,0,0,68.0,False
2010-01-10 16:00:00,233,2010,1,10,16,71.0,-14,-5.0,1031.0,NW,16.1,0,0,71.0,False
2010-01-10 17:00:00,234,2010,1,10,17,88.0,-14,-6.0,1031.0,NW,19.23,0,0,88.0,False
2010-01-10 18:00:00,235,2010,1,10,18,84.0,-13,-7.0,1032.0,NW,23.25,0,0,84.0,False
2010-01-10 19:00:00,236,2010,1,10,19,83.0,-15,-6.0,1032.0,NW,27.27,0,0,83.0,False
2010-01-10 20:00:00,237,2010,1,10,20,66.0,-15,-6.0,1033.0,NW,30.4,0,0,66.0,False
2010-01-10 21:00:00,238,2010,1,10,21,27.0,-15,-4.0,1034.0,NW,35.32,0,0,27.0,False
2010-01-10 22:00:00,239,2010,1,10,22,24.0,-16,-4.0,1034.0,NW,44.26,0,0,24.0,False
2010-01-10 23:00:00,240,2010,1,10,23,22.0,-17,-5.0,1035.0,NW,52.31,0,0,22.0,False
2010-01-11 00:00:00,241,2010,1,11,0,23.0,-17,-6.0,1035.0,NW,60.36,0,0,23.0,False
